timestamp	reward	action	state
0	0.10296513160561074	[-0.5589911441007565, 0.6350009934313466, 0.08379097339013644, 0.5713302610464386, -0.7080018379528425, -0.8580504682071147, 0.43925195156104946, -0.08108506351687622, -0.36982627712108657, 0.788268852200539, 0.5870599691045025, 0.9425616565035653, -0.7076778622112231, 0.48641134739089326, -0.8553615402854566, 0.14906906041354245, 0.6326972260117888]	[[0.10296513160561074], [0.99991707920205], [0.006585897293247255], [0.00135003062977654], [-0.010983537416650872], [0.023397201613433553], [-0.02096597801843257], [0.012957813079060392], [0.08155631393721509], [-0.018247539980581904], [-0.014592847812027127], [9.34192202667898e-05], [-0.003780106127466589], [0.016022778842349625], [0.00979407919446288], [0.008878136793513314], [-0.01663418024578398], [0.031147116867064867], [-0.012819879567344802], [0.04302465139776081], [-0.014095453251227678], [0.009726346948077436]]
1	0.10851105946325318	[-0.9591537120237204, -0.29197845890165836, -0.7200847000956613, 0.5024242328989946, -0.18524474010429695, 0.883153287837501, 0.2352821344984186, -0.7367343648509035, -0.8243794876849247, -0.980275857439814, 0.358779078087096, -0.36151257409754767, -0.3059208428485577, 0.6348063332635325, -0.2445658745822612, -0.6731506063403605, -0.41640657674946085]	[[0.10851105946325318], [0.9997098860289642], [0.007248058154766705], [0.020930676992953933], [-0.009461299570209993], [0.0187134916309863], [-0.07261433940379965], [-0.01312738650328382], [0.1396131334932266], [-0.021351593855559417], [-0.0010953943589444518], [-0.0031009196656989657], [-0.10811331621793219], [0.008840052521486138], [0.024030551022847534], [0.00234005763799328], [-0.09217094231803777], [0.06700013216675246], [-0.0015763984976897545], [0.09199541503675107], [-0.06075799327836593], [-0.024095250057766276]]
2	0.11451586328591914	[0.655095613314481, -0.10555236555610713, 0.7469142674987469, -0.8800759576600481, -0.8852168749704463, -0.2459119198708665, -0.08660738924003948, -0.2274711967786693, 0.08141038393124783, -0.18303776733579907, -0.8606059715853824, 0.2785317600768733, 0.9998581498076544, 0.3381178568692086, -0.5970187026316355, 0.16792124980313036, -0.10886228924479587]	[[0.11451586328591914], [0.99935726281217], [0.006088703974766537], [0.035232991650286746], [-0.0025739556806416517], [0.0009537296547492929], [-0.03803945727041911], [-0.03250483975342238], [0.050866391648818926], [-0.02630680608566188], [-0.1040843831347344], [-0.09767100907323822], [-0.18749394849664042], [-0.01035577930128668], [-0.10604483521379451], [-0.14841965970541124], [-0.16866759446799617], [0.06723378945681396], [0.05338522707833771], [0.11105873730899941], [-0.10167912433578997], [-0.06233324244430523]]
3	0.11741888353284027	[-0.47888840124913334, -0.5074511882912551, 0.6115910867486501, 0.3596697161313822, -0.6611833007148856, 0.08584151194391083, -0.6429526216631812, 0.1568433667713107, 0.24236732020090557, 0.1476440438674036, -1.031499325520299, -0.08390822713497492, 0.15200667738132137, 0.36675269255244386, -0.3832267735364245, -0.8728036650165101, 0.04484700160879489]	[[0.11741888353284027], [0.9984136367547831], [-0.0008555972892958774], [0.05611121687961843], [0.004583583276756517], [-0.012350106070452494], [-0.08179286709615596], [0.0032363134186483133], [0.06480242758936314], [-0.04522480334092286], [-0.17206982556126885], [-0.29157300183145096], [-0.1704094296777924], [-0.0053928976597265015], [-0.18682769591208595], [-0.4107185456304516], [-0.22787583580011256], [0.08482875405931452], [0.11789403140498815], [0.14532731248556896], [-0.15595723483932902], [-0.1035287662519247]]
4	0.11846212214979632	[0.43651398454481893, 0.12977083310496948, -0.47080805029230455, 0.01889152937223401, -0.7425012232486582, 0.3862850347009168, 0.0883529816600871, 0.5072191355698936, 0.4282501146880438, -0.6398017908645721, 0.06165950516751206, 0.7528435217519336, 0.9190892218419303, 0.30356660769268995, 0.6238512871748199, 0.5378646467049281, -0.9398030565625697]	[[0.11846212214979632], [0.9981123579114172], [-0.0061396330622691805], [0.059884059239327735], [0.012162456141454224], [-0.006959138554312066], [-0.11903075325842023], [-0.0041902405853896894], [0.09788661463070529], [-0.08994583562128096], [-0.1554028539177356], [-0.4140895105341616], [-0.11309603200283426], [0.02224571619788148], [-0.20703974915857568], [-0.5430775684075521], [-0.25132258311190697], [0.09937583579154186], [0.18080850713095462], [0.1480988826149797], [-0.19166367327932396], [-0.16375942015554676]]
5	0.11601910580704444	[0.5818093917570477, -0.7880150583243976, 0.3595580729815929, 0.52047044289486, -0.04484868417754696, 0.1000557212315453, -0.4406888577396313, -0.17235781037490228, 0.9274189593803047, 0.1643607975907434, 0.8802079298698211, -0.223550677205273, 0.08278596836016691, 0.7237085613754304, -0.07856923477450346, 0.6024918554649817, 0.6998708317947208]	[[0.11601910580704444], [0.9986792696705427], [-0.011643115574697474], [0.04706717620223297], [0.016995149730844886], [0.021242400081246587], [-0.11270061168905328], [-0.0019589283935036676], [0.10778912412193967], [-0.1445094804990424], [-0.1362277641500827], [-0.439497001224794], [-0.09089299602340296], [0.06646388806626596], [-0.1876200512641965], [-0.5059467197182497], [-0.24261751691291925], [0.12150869544616508], [0.24431635413218777], [0.14482730568174568], [-0.18667434622031448], [-0.2028582855695051]]
6	0.108057158865212	[0.7918835796432596, 0.004314329224920747, -0.49535627074345884, -0.7519778106133617, 0.2796222874099184, 0.3092343154005115, 0.19523104114556813, -0.21696900826737597, -0.5956418958000083, 0.13083351703442153, -0.47119882999992907, -0.05017679251117551, 0.45724178469259713, -0.13051126079650138, -0.9428698249023609, -0.3492747449384042, -0.21152892133043383]	[[0.108057158865212], [0.9991028693271925], [-0.012276806011178792], [0.025991090818330537], [0.031099834957892748], [-0.01552707058882469], [-0.12214506755003487], [-0.017212678601328496], [0.03752537920145441], [-0.13412715792462435], [-0.035230714623636694], [-0.36403240221444105], [-0.137480536346212], [0.06039030328805942], [-0.12796356897700434], [-0.4754583150497252], [-0.2664358196438906], [0.13777171272378316], [0.29960903497434066], [0.11667337385297423], [-0.20105456619410444], [-0.24918818859147462]]
7	0.0986549784595697	[1.0421870250824303, -0.14626940299032515, -0.967441785157115, -0.29342744743109656, 0.6531201630454451, 0.03557078092700463, -0.555143787063491, 0.543993897146102, -0.7241129029944832, -0.329325297610278, -0.8395714146240073, 0.9084124696794273, -0.8882758275998778, -0.6197896641475568, 0.04533406892236584, 0.8779437940056961, -0.6269885742010312]	[[0.0986549784595697], [0.9988240524908445], [-0.0021250832143222967], [-0.0026592184644654206], [0.048362431124348966], [-0.09228519624375874], [-0.05505413227966295], [-0.08767359606395278], [-0.07077819317239178], [-0.05837973782726445], [-0.023717251608886745], [-0.34008621235929315], [-0.10215079257355097], [-0.008347870182069152], [-0.21511952363781336], [-0.6650625334744666], [-0.29487611236609207], [0.13833010627048226], [0.33814722919306156], [0.07212006667999124], [-0.21027190666553003], [-0.3038228320714115]]
8	0.08976415323871553	[-0.6722870855728649, 0.8242404539601984, -0.4149065736486614, -0.591037878843772, 0.692764419584244, 0.5975240513742953, 0.5068565535651559, 0.9865596454941019, -0.0874034907458135, -0.5999124972770309, -0.15493439008100374, 0.48009464640916416, -0.7168078378362082, -0.01965992761007413, 0.0637369332369323, -0.7533008207900769, 0.4321114851078525]	[[0.08976415323871553], [0.9979602922392321], [0.0038369124251623676], [-0.0161870115911141], [0.061632084765790685], [-0.15482919652461788], [-0.052320380386543026], [-0.19923272252044258], [-0.17317626626336474], [0.032495909537554185], [0.03751951799819705], [-0.2516109054043554], [-0.0411472973787555], [-0.07722903276591803], [-0.3294817089407084], [-0.9534785920441537], [-0.29533394839962607], [0.13310265204700727], [0.35710637739397194], [0.07066479931479507], [-0.22979977920460615], [-0.33486266379153706]]
9	0.08717321441896791	[-0.08949527392708419, -0.205145977932792, 0.6732738173120747, 0.7241542834346288, 0.5574883938619856, -0.06262783027359042, -0.3120976382212264, 1.0347941257599254, 0.27313680260931333, -0.12803719980029396, 0.6166477681060816, 0.17993711521553807, 0.3046965065640548, 0.4075104695342037, -0.1305389048269497, 0.4414841681244009, 0.7523653084026893]	[[0.08717321441896791], [0.9981353257175272], [-0.003394435432854119], [-0.01301624697622752], [0.05953928684081098], [-0.16791834845398865], [-0.07295117465118185], [-0.244475450734349], [-0.1624281700554309], [0.08365701860164661], [0.08339964044436426], [-0.16976736885318233], [0.05974422691330456], [-0.10886473242486733], [-0.4377198034887815], [-1.1663624634446084], [-0.225488212932106], [0.1434129011507781], [0.38124757761005895], [0.1134183773225681], [-0.21761017165217478], [-0.2868918923074477]]
10	0.08863393133364306	[0.12773204062550422, -0.6999373896347516, -0.6350973682425111, -0.3246940306201048, -0.6240059947149481, -0.4296684938697441, 0.8220811591310941, -0.9052337237210945, 0.9957124696961216, 0.8774750976752479, 0.8107162838489271, -0.0976660446340374, -0.06819411376727891, 0.8377957193201224, -0.033597348878608775, 0.8435250897531716, 0.10723015405724579]	[[0.08863393133364306], [0.9981198287050997], [0.0013569624898416433], [-0.010905785985188906], [0.060299502738818685], [-0.15446206214905336], [-0.056084868887826496], [-0.2759621733878283], [-0.20802423268765274], [0.08058610122812995], [0.06933918790009527], [-0.15016416095004495], [0.080404522328858], [-0.08050555456671], [-0.49002366727643076], [-1.2083853011455292], [-0.16180779267567294], [0.15470122368005693], [0.4309133593005681], [0.11900251968860961], [-0.1948260705633502], [-0.24661295419569595]]
