timestamp	reward	action	state
0	0.10578798283075791	[0.8524513114090276, 0.04601919420798637, -0.8915070854330025, -0.5047994572533521, 0.5691557793791945, -0.019452882803226716, 0.998057870147008, -0.32122555061520214, 0.3490788674693078, 0.8340114583305893, 0.7714796707130334, -0.5449141088852623, -0.876678736723532, 0.8329242957994485, -0.18943121960627687, -0.8631625546724543, 0.8059148258830685]	[[0.10578798283075791], [0.9999327783896799], [0.011070780588954995], [-0.000855293343204759], [-0.0033384116498409912], [-0.010478492313540923], [-0.023295192246135025], [-0.028831639996606755], [-0.08870535389300083], [0.003578976246704944], [0.029291315186046125], [-0.0019174797555752774], [-0.06873029519317145], [-0.0050902611683400325], [0.029957240085720295], [-0.0006857403426652759], [-0.05082998743541653], [0.02246180221857034], [0.006235679137364521], [0.006184793609962267], [-0.01652308773323325], [-0.006065398400118727]]
1	0.10562397811570547	[-0.32216541016908795, 0.009446074633525241, 0.7265013844600877, -0.23459411725317175, 0.9180154127466124, 0.5240104045340143, 0.4658871221625417, -0.4103313272816911, 0.7834676074938444, 0.08351333303565361, -0.49118923938792514, 0.6591396966176525, 0.8210679989454007, -0.6877559250623146, -0.5174910238357785, -0.32959084729928956, -0.26146607190627685]	[[0.10562397811570547], [0.9998832931737901], [0.011841920138821965], [0.009580879897753065], [-0.0011729022752993974], [-0.012863087814349326], [-0.12344358573346174], [-0.04879586580631707], [-0.17038610609716237], [0.03192991360031733], [0.1311547388122541], [-0.0010952645477686096], [-0.18271521420153242], [0.020470663553101825], [0.09546750327063136], [-0.11557767267861148], [-0.14263480345673343], [0.061918555883335794], [-0.015614324033535406], [0.06456730890397819], [-0.06802517932314518], [-0.03905152201914819]]
2	0.09957519370117225	[0.42472208604021805, 0.6868690244169063, -0.3053699783526349, -0.7489749133676709, -0.3280125155768701, 0.4322122037759992, 0.4117297769771055, 0.7354322593618444, -0.40786550895948054, 0.9083050337607146, 0.7661709411219637, -0.1132014212046424, -0.9658429649317841, -0.48399152588576144, 0.8257926797120672, -0.874817995766807, 0.9808432542612169]	[[0.09957519370117225], [0.9998156916181028], [0.01610640899008894], [0.00874760499533021], [-0.00571364949087984], [0.023975664529427], [-0.24430292902153886], [-0.05230330418725794], [-0.24853382225254927], [0.06625190131597532], [0.29690842331746004], [0.0006281856818664239], [-0.105704987671742], [0.05526588459726078], [0.26350162211421224], [-0.11963859129175661], [-0.2294711999200764], [0.11683142792238768], [-0.08083020363200823], [0.1618781431663822], [-0.09156388303446576], [-0.06005807744610937]]
3	0.09084796037387402	[0.8904032142853153, 0.7836455737994987, -0.6810478863364466, -0.3864310804335952, 0.857919375636921, 0.5330004735894923, -0.5219086977826903, -0.8539480476311861, 0.8781274827348806, 0.49507928977464094, 0.31154802563447853, 0.8604147917704519, 0.5000748914860411, -0.19293941381832505, -0.37636243845803835, 0.5563836775373562, -0.8338904632286879]	[[0.09084796037387402], [0.9992353922357493], [0.03344277032805879], [-0.013816222646985586], [-0.014809591757439382], [0.11962722619649246], [-0.28535005951766906], [-0.11026879975795609], [-0.36572409590523675], [0.10036620251231812], [0.41803670126503567], [-0.04208207023425542], [-0.1209240137109125], [0.1408205532188985], [0.4423350799395724], [0.06744574662127387], [-0.28526421847230554], [0.16951790225499608], [-0.16347915844958977], [0.2151777472709706], [-0.058415235321930624], [-0.07530452435853732]]
4	0.09009870093237099	[0.06510568945191696, 0.7882259711022501, 0.511986814991077, -0.05586516012236574, 0.5974611836678411, 0.42430870558339234, 0.4312465648224181, -0.5340317246996986, -0.510356749382568, 0.40504665008324103, -0.7450978629807746, -0.014934305683448964, -0.015784685126945357, -0.1576484101481583, 0.8703387565909466, 0.16861332139337878, -0.7054820571034512]	[[0.09009870093237099], [0.9989018549810416], [0.03246542362191636], [-0.02479383794628017], [-0.022942231460291194], [0.16005781392651644], [-0.2799994522359799], [-0.1396953807207934], [-0.45476988629685516], [0.150290160344039], [0.43374060761906214], [-0.028533596573961827], [-0.17044751245818082], [0.1749169674744235], [0.4610497634539356], [0.06775230189012521], [-0.2794513356283141], [0.18786426401314194], [-0.22723689119546248], [0.276924307389773], [-0.034883354153796994], [-0.10952804729317062]]
5	0.09233570822444324	[0.16275566380699788, 0.1828930268798318, -0.9828682049647737, -0.06197310694977505, -0.5740488195936123, -0.13798155200216242, -0.0008973875999108752, 0.5546168509231355, -0.2750910007209643, 0.9176803276383539, -0.7392176134443097, 0.09235491633205542, 0.605134509668756, 1.0126580060943609, 0.4911281086508035, -0.15370032901085579, 0.194042075624622]	[[0.09233570822444324], [0.9988405102695191], [0.025151535255695964], [-0.025058741561077985], [-0.032512994174383546], [0.17074351286464934], [-0.2771051283729872], [-0.15195556315055778], [-0.45394973971867675], [0.17101949352134616], [0.41751764680018605], [0.0013849418914214028], [-0.08994507646886808], [0.10072354849877067], [0.4350050252019041], [-0.02146172192474632], [-0.26156933039274416], [0.19830310338297208], [-0.2570698939333315], [0.35646565380204726], [-0.015200864887272299], [-0.13741314988809544]]
6	0.09425478554497496	[-0.5550156005062988, -0.009243434939533725, -0.35892785191162446, -0.8933305076562658, 0.6818915916377347, 0.3790270376028521, 0.5409846827613991, 0.5457523763184468, -0.4644547730903218, -0.0772139206430156, 0.30748447393830125, -0.08932243719253527, 0.15574525452455373, -0.7915523399154106, -0.7866179472571344, 0.24071905931597665, -0.5321950507753935]	[[0.09425478554497496], [0.9986128213089942], [0.03250828936553636], [-0.016719019470650066], [-0.03789615584406173], [0.19063567933795314], [-0.29546972241947594], [-0.2144657912775635], [-0.4472219876518149], [0.19713648619093133], [0.39724290396354595], [-0.0033114219607178214], [0.024259800277014385], [0.0027475202490172893], [0.4081627920175279], [-0.08028129797133524], [-0.28343158606776786], [0.2266536641289561], [-0.2786354611113201], [0.39979569937286985], [0.007325659196929887], [-0.1737766824663763]]
7	0.09457362118970253	[-0.6283023861980913, -0.1500543201125706, 0.8665457804963007, 0.5475747595599363, 0.2100225814188523, 0.7959638575179024, 0.5496914687073152, -0.5412680295246287, -0.32833008523076723, -0.06328643975848051, -0.7026763331680695, 0.4708176101577037, -0.2206976976937039, -0.541838939670116, 0.07989781147843972, -0.5216400255999796, -0.10420775905192152]	[[0.09457362118970253], [0.9990606013808515], [0.01752472958412248], [0.0014781558033687392], [-0.03960572783015051], [0.16169887013262432], [-0.3492290557468018], [-0.2520682980101863], [-0.35944294489538786], [0.23018633108077569], [0.3847034206283112], [-0.004259299905867432], [-0.010939002274950642], [-0.06598505701177028], [0.330184847615625], [-0.22603679387156023], [-0.2761536813870415], [0.2336809501076186], [-0.3215242276549633], [0.4839824817170258], [-0.016285091794116607], [-0.22993688332055845]]
8	0.09206271057361912	[0.08391394139253504, -0.7573792866732059, 0.712999318071022, -0.35958092081354864, -0.1255723234494807, -0.3249550111253685, 0.8030720784421527, -0.8791822091768028, -0.7737606221083572, 0.5929528133872298, -0.801149035693768, 1.0170462507677636, 0.5557340763226515, 0.40650445804366825, -0.3548071479198681, 0.3201574364886092, -0.7482593262718656]	[[0.09206271057361912], [0.9989653558850337], [-0.011954305121385666], [0.01822975645859639], [-0.03991225764114494], [0.059639903926582735], [-0.4115257721861794], [-0.17835515129974505], [-0.40761180772006234], [0.32904862931498485], [0.31727541477309124], [-0.007340568424036515], [-0.07641110170737761], [-0.1451205155799093], [0.25589622832170067], [-0.41841331004674726], [-0.23413817852086383], [0.2183352277554683], [-0.348749658739439], [0.5824900094203488], [-0.05568258549666775], [-0.2941051680139071]]
9	0.08359583076721844	[0.7360336660855443, -0.22735182909481433, 0.15653360991068105, 0.4366006183066601, 0.7842345578819704, 0.37466402494229567, 0.00937060165421258, -0.7883512855174778, 0.822528206604984, 0.8097619490727255, 0.3909433264486756, 0.32693964169791007, 0.9375239449404222, 0.5490537151021047, 0.004065115938714515, -0.4073444794433414, -0.021794994655500208]	[[0.08359583076721844], [0.9984515119498538], [-0.026410917114104558], [0.022297979956756895], [-0.04358717508729757], [0.002768743211708651], [-0.5001066088065242], [-0.088406162738116], [-0.3311024772378004], [0.3767158651985464], [0.3880231291606451], [-0.014213294801100194], [-0.19094774495657404], [-0.12456351427384041], [0.3673885964458921], [-0.3717818470685467], [-0.20680251031301572], [0.2218031437560556], [-0.38365462326701283], [0.6295699459082084], [-0.07045417362114673], [-0.37116869476232767]]
