timestamp	reward	action	state
0	0.11682007127065999	[0.007161021405519516, -0.35362180553603806, 0.02521708566663089, 0.6017596178896603, 0.5118485335213402, -0.6015335123534672, -0.5236209717363395, -0.4860173406143459, 0.3556848614247739, 0.800908554132811, -0.12391793120461486, -0.8428934184154849, 0.7018315588170613, -0.47258356861906203, 0.07896789938848078, -0.16043406777951166, -0.22128396213830387]	[[0.11682007127065999], [0.9999160883292597], [0.0062281598093818485], [0.009550559137349817], [-0.006149239454186399], [-0.007862448825585792], [-0.01979468963270263], [0.031000009268451333], [0.05576654720591756], [0.014235250212580357], [-0.08238078058787225], [-0.19317719216283458], [-0.07126591589409985], [-0.004374316057150329], [0.01050372480001371], [-0.007910440516995297], [-0.03113445868929661], [0.03247897724717785], [-0.03294301798493235], [0.03144453911839197], [-0.011198388759129832], [-0.016212345456257188]]
1	0.11885597997007565	[-0.6317740337125479, -0.3112233189792794, 0.030885039761446065, 0.9471503497565117, -0.11338893112820406, 0.435360710932924, -0.07594423209520913, -0.4854453351363661, -0.1939820405801551, -0.7513110292851611, 0.9035876818301526, -0.7155568185944337, 0.11502227742503539, 0.7337348798034852, 0.20160295538866266, -0.9032778798470043, -0.20341526753388714]	[[0.11885597997007565], [0.9994585553364237], [0.00232587514784602], [0.0327828361184278], [0.001572299480991521], [-0.04332615954328607], [-0.09723482798469077], [0.03970120688728015], [0.1356690311301721], [0.03019245799004813], [-0.12697506969377506], [-0.42396750946922257], [-0.1969946900020597], [-0.007066769033238949], [0.04641964444009582], [-0.013925478761418066], [-0.11182504498832467], [0.06127912186941007], [-0.0572504135698563], [0.09499803674504959], [-0.0770362558074529], [-0.07069623373729131]]
2	0.11987251599076323	[0.8486047104532689, 0.5751977962620611, 0.4730848966020435, 0.14386434274664583, -0.5424716146163264, 0.6863457864871704, 0.6877946924053804, -0.08847204573299498, 0.9564885012311846, -0.959508452921255, 0.9424310356442076, 0.9330397470981261, -0.7055453191402503, -0.7413169667641339, 0.7941603582708994, -0.5497250365860116, -0.09009478270309737]	[[0.11987251599076323], [0.9989174719139727], [-0.019973665413017497], [0.04121281046300414], [0.008151150146269688], [-0.05657837674127177], [-0.11848867732993051], [0.038189891287979075], [0.14799710052294884], [0.021277534943794835], [-0.09331425348191746], [-0.4159460566024562], [-0.2620895037022278], [0.00811360442682483], [0.038235476900378935], [-0.017292972934405137], [-0.13097190403651687], [0.05123131816556302], [-0.0906516091323243], [0.1826365201632315], [-0.1453852905471616], [-0.13618241613773255]]
3	0.11817637446986692	[-0.08122889501053808, -0.7939791478163388, 0.3569116602054113, -0.5789525397779937, -0.28937136280634745, 0.1611778318043693, 0.4769572166158087, -0.9460422599589485, -0.7204182982472953, 0.13102733084921642, 0.15080682841225598, -0.7742903072707067, -0.6940223305191292, -0.21869796669912717, 0.5059477394186538, -0.8346379785638369, 0.9150015399962882]	[[0.11817637446986692], [0.9968198706242523], [-0.06746280041068078], [0.039582151630503895], [0.015237104767556133], [-0.09725493420234156], [-0.12634844593895575], [0.08245667653030436], [0.0706650074947073], [0.03918987820898959], [0.03227034098663965], [-0.16809545771561857], [-0.3442755941920239], [0.00932179319958773], [0.0514779093266519], [-0.018376551756425035], [-0.09259760930881018], [0.011973765057614412], [-0.15857896516947548], [0.30744660467965323], [-0.24008424552716953], [-0.19992163691898543]]
4	0.11427545455337904	[0.767913583836483, -0.3510804825063799, 0.44109837407983143, -0.8637264488186981, 0.045059784144494595, -0.1543400929019866, -0.20890815137353821, 0.7580389523577653, -0.024284350726850333, 0.23060155666032084, 0.59431246510962, -0.7248003317281454, -0.6183401772950944, -0.19143392960269157, 0.06034584963233298, -0.5944898998145273, 0.1020267174862829]	[[0.11427545455337904], [0.9928451619930974], [-0.11204843144191239], [0.033113122029331844], [0.024640504616948705], [-0.16086476502243646], [-0.09706537241552612], [0.18187909397486943], [-0.07615848140571821], [0.07880874952037582], [0.08848735730768602], [0.017836105521383934], [-0.2712167273332112], [-0.01693449378306574], [0.06697719025360671], [-0.015327661134312689], [-0.0706803993107284], [-0.04604314127217876], [-0.21520805131590456], [0.4128232448653064], [-0.328175399567812], [-0.23290272096006534]]
5	0.10887871209846053	[-0.7272992827716415, -0.6546917290528217, 0.038365500699528404, -0.15995085914529958, -0.9120240798165347, 0.02120491582705113, -0.06090585124130819, 0.8314524938887334, 0.443889560815612, -0.5017711503325034, -0.5749264772256131, -0.3482828424592812, -0.07194436568060161, 0.0939649505061323, -0.8816716211705994, 0.8865986520281242, 0.4605354838843959]	[[0.10887871209846053], [0.9894129409226796], [-0.13528032972835682], [0.03531634313502236], [0.03891041802513204], [-0.19654570726960585], [-0.058527468493299664], [0.2246824227606623], [-0.13366308873883848], [0.07031142806065276], [0.04532019622023997], [0.030046909660694985], [-0.16495221390595605], [-0.021325005401748198], [-0.04575413906556802], [-0.21359657367226653], [-0.11096158073485024], [-0.11108395110575639], [-0.23434129677448007], [0.4620016888862727], [-0.39153907082588574], [-0.21874573538138767]]
6	0.10228438663432056	[-0.7582031695043463, -0.7528708824704992, -0.3957387825191743, 0.6751438525893645, 0.4194610259331644, -0.11321603190709462, 0.30329527669428785, 0.7366223844897237, 0.5763759895340442, 0.28546212211403366, 0.682353948412665, 0.5230545088711314, 0.2710756757332818, -0.3731925633574852, 0.3713547893300648, -0.08610124076007986, -0.45539618355016953]	[[0.10228438663432056], [0.9888185712412149], [-0.13271214299863138], [0.044727303509617115], [0.05123269063744535], [-0.22353946521315618], [-0.11477679516438527], [0.21670857154227566], [-0.07719097865880958], [0.05301615773235105], [0.09272257196925303], [0.01853450648687177], [-0.06906701319838908], [0.0005736696282591562], [-0.04600866074897052], [-0.3120839750783643], [-0.19193190639510707], [-0.1269095665734648], [-0.2833666209225434], [0.46571013196243605], [-0.42177815648204436], [-0.21294714281851787]]
7	0.09597912517265159	[-0.23553894055455998, -0.8746978343218311, -0.7774421482123335, -0.2384312907783101, -0.038377550231051466, 0.7868095918754662, -0.21181409919502808, -0.8502226895083104, 0.7979371852766366, -0.9374819171205194, -0.6810894356652685, -0.3449888290996889, -0.056737267410975546, 0.9504280898034885, -0.43298084984574686, -0.9294428755017631, 0.46314726996021044]	[[0.09597912517265159], [0.9898772429543347], [-0.11648747395484954], [0.04637265173347888], [0.06650781505920064], [-0.2506302015384998], [-0.1781764374841851], [0.17260729638459454], [-0.07256780658156446], [0.0436934567667549], [0.16571387166076432], [0.0039948879903453915], [-0.11378697024919229], [0.031164661354382703], [-0.019340891157722077], [-0.3445559024966208], [-0.2705058827976209], [-0.1463830557256811], [-0.3155280299196569], [0.4155466926776489], [-0.4321748455259127], [-0.2084800839990211]]
8	0.08994181864362696	[0.14788808774288403, -0.003466498278839613, -0.162582624955076, -0.6378596084157544, -0.3369055066516902, 0.8609696935745637, 0.6458402951263624, 1.0147968106311094, -0.27068215305485427, -0.13254611365957664, -1.0203401586327772, 0.24811260023175094, 0.1671761997444382, 0.5881734844755737, -0.7560044665936002, 0.16069775677080192, -0.9340408908240462]	[[0.08994181864362696], [0.9911529668032021], [-0.10194974883225637], [0.03761542686529361], [0.076204493122074], [-0.25645879427008383], [-0.20208872075468123], [0.14300483178612686], [-0.11849423636071096], [0.043638235399062815], [0.20671306773828238], [-0.00038980772651939634], [-0.0834069011228142], [0.04542299116364323], [-0.0825551201970335], [-0.564159117079054], [-0.3109283249648086], [-0.1731518988962333], [-0.2978677942682425], [0.36513011587136923], [-0.41900872446077925], [-0.19482207913351426]]
9	0.0853483836427076	[0.0921228281606284, -0.7934986630272862, -0.7058048737774616, 0.556578091556671, -0.3140936588402801, -0.44229974359486246, 0.2573141908368253, 0.19495152252279319, -0.14885420472024397, -0.8360534333632883, -0.10298943659173539, -0.8327571833441569, -0.24613334493941527, 0.8487293732279795, -0.16503463377479988, 0.2643411759813843, -0.8887892849612233]	[[0.0853483836427076], [0.9932784210298554], [-0.07280889280136872], [0.014791724215231143], [0.0887583705360611], [-0.28250731481722835], [-0.12863618851361064], [0.09714837951431099], [-0.06393181099193904], [0.047496282256866765], [0.15972227306029202], [-0.005357203258577539], [-0.011656055627188293], [0.012802274413882162], [-0.24656389143036592], [-0.8674993499756202], [-0.3557502717388575], [-0.23345694433031092], [-0.21909755619610757], [0.2822157896721124], [-0.3846034727458387], [-0.20539174622445544]]
