timestamp	reward	action	state
0	0.11647265625582096	[0.47617353565933995, 0.561959432147597, -0.6381794666037885, 0.15018102295317512, 0.3563310191502952, -0.22080190881610315, -0.1312223583381904, 0.4564392735217556, 0.15843198859156643, 0.6492330221491315, 0.24184393126187076, 0.7818581181811801, -0.6963744943401665, 0.847648745837188, -0.5305158237165142, 0.721733745333893, 0.7914513755805247]	[[0.11647265625582096], [0.9998771175753733], [0.012009941046026764], [0.003983616136222088], [-0.009254289152240778], [0.012052975586647235], [0.004040287984682737], [-0.00307438650769386], [0.034060281988284924], [-0.0017617712023654509], [-0.03297997157573396], [-0.07419566977779318], [0.08438900945112898], [0.01581122147380393], [0.0097693114252432], [-0.0009028671570451204], [-0.004822542879904674], [0.019064693329394623], [0.006225960576738767], [0.0077859611124894736], [0.009316645770488512], [-0.0004123093556495164]]
1	0.11742761355906318	[0.49070683347162686, -0.5238284011789062, 0.32905980273852475, -0.9043580895762608, 0.6919405952607482, 0.6735949281740663, -0.5766173683340269, -0.8760570736051477, -0.8960332278859113, 0.4067280751639411, -0.17959796221573898, 0.8591206374319211, -0.7350154427612441, 0.04783412633082644, -0.15652326306834835, -0.10146560668087874, 0.2305507945016337]	[[0.11742761355906318], [0.9998118642560607], [0.0125643934198681], [0.005170122874061306], [-0.013843480063862542], [-0.0028141506386319274], [-0.05952487586763594], [0.018415060674558115], [-0.03759707398365754], [0.033609712400991774], [-0.0016922827900249099], [-0.21581276759062207], [0.05035643434169946], [-0.014936460098393445], [0.11290894871831934], [-0.006049166858592403], [-0.06164163672109191], [0.05431655843702474], [-0.005219870033359894], [0.05757592244055324], [0.0006369371583190685], [-0.005298553681505784]]
2	0.12055225419708336	[0.18626104583533107, 0.9101822705825168, -0.04521971925175337, -0.3300009588467779, -0.8871154186745455, -0.7379787615115657, -0.6714326738696561, 0.46062018676416766, 0.4555117194372826, -0.5033511262050562, 0.5364519869761443, 0.28140640504034364, -0.01872424999038695, -0.028938818692986833, -0.8523316913824162, 0.4679039394404194, 0.9872892411532821]	[[0.12055225419708336], [0.9994186562080905], [0.017903107421520823], [-0.007920992345120665], [-0.027912116511234725], [0.03761074717058602], [0.013154894146085668], [0.056529191864043656], [-0.13830468381609037], [0.025085829602407718], [-0.1524294493931394], [-0.5005350434402781], [0.0844988373244109], [-0.0006805831799627082], [0.09345190188125063], [-0.012682558911047982], [-0.09513618536901569], [0.07401646352819329], [-0.007469333369575311], [0.08186136730285404], [0.0668033428748934], [0.05090553363158375]]
3	0.11856517745781008	[-0.2764408456946789, -0.13312428699329723, 0.5189026444952309, -0.5043307649019925, 0.8188294671485072, 0.47403091163180205, -0.45514117075594335, -0.6635672522081645, -0.35106662365315067, 0.8024593164069158, 0.4983295605384746, 0.66497935045751, 0.7119712068250339, 0.9061838680583238, 0.5245010920035564, 0.29820169998953266, 0.9479944409741937]	[[0.11856517745781008], [0.9988844204785581], [0.011238791408524433], [-0.002479873351131401], [-0.04579797289240063], [0.09640509512517138], [-0.046225464800500105], [0.09638902919821457], [-0.22920270867783302], [0.015344275788611243], [-0.18544092614285068], [-0.6745078495818903], [0.05424651006961999], [0.030229579982337433], [0.1493359685673578], [-0.00905260435708293], [-0.1176934227460528], [0.1284536531863271], [-0.01312127719872311], [0.1727437890792858], [0.11147730300286388], [0.12330835236022901]]
4	0.11086638088012253	[0.14647853455455837, 0.7496036115010686, 0.7339662348945021, -0.09790208393951053, 0.1537063869032491, 0.7366612122785071, -0.8602311917533472, -0.940159922621525, -0.1382266334024603, -0.8895706558101995, 0.2502396406589473, -0.4293136591769923, 0.617550826149425, 0.8739545385729258, 0.09795313420283437, -0.06280073286172863, 0.04100313723806194]	[[0.11086638088012253], [0.9980265719399047], [-0.008936995603017094], [-0.0002827882598290677], [-0.06215313220002861], [0.1363051514005991], [-0.14245610131166267], [0.13520047136761923], [-0.2738474691196526], [0.031035637612947593], [-0.15004706058074896], [-0.7867364283948488], [-0.0687470258536005], [0.07112134542098399], [0.2161278167203048], [-0.030055421402577786], [-0.12462161919577304], [0.1718984997518264], [0.012539548256503835], [0.2991499026436757], [0.13916069263464992], [0.19164586277088497]]
5	0.10135792682798968	[-0.4240553286027363, -0.6442341926235392, -0.9570607797564473, 0.6848920897029979, 0.6827222463383619, -0.21874763197489544, -0.9541077628883881, 0.3293705217015586, -0.31668753499072094, 0.26640907680157944, 0.09393205867019418, 0.6693796497120766, -0.18758695429839187, -0.46247263746968914, 0.7502835461890305, -0.3640683488580212, 0.30934193130267357]	[[0.10135792682798968], [0.9971321959738064], [-0.027310234177549443], [-0.0007718527073577225], [-0.07057576854005941], [0.1397169083483561], [-0.21267545991446782], [0.15134241063127732], [-0.2340047215387895], [0.05941574919267631], [-0.15557271331040914], [-0.9650552445663977], [-0.02513993221291158], [0.05014773538735953], [0.2747933506557987], [-0.027996008471386127], [-0.14636618314609248], [0.1907270715764762], [0.04818114615033012], [0.407896381903736], [0.14309513376156274], [0.24961080730256757]]
6	0.09021730136203113	[-0.5848374343170026, 0.2539475900621585, 0.3440052112998015, -0.06912124375120784, -0.7228261890804651, 0.8181138850707816, -0.5178662383897602, -0.7784267868525907, -0.6251654025956631, -0.566361194461283, 0.6421919486904337, -0.21228615819168545, 0.4912606361279576, -0.009563984952407869, 0.005988128401323487, -0.9041709069574694, 0.8805070802606602]	[[0.09021730136203113], [0.9957959261035016], [-0.04950220510004509], [0.004240308608679793], [-0.07695469465085038], [0.14733748913309394], [-0.29630453586727723], [0.14081986455712397], [-0.16077614737224694], [0.06921223177549124], [-0.16601395115828674], [-1.1894725761201939], [-0.06309994913297795], [0.051581287083314595], [0.3158240366128782], [-0.023016157342118745], [-0.16424569378079523], [0.206865176900901], [0.06750913441153357], [0.5293900959003688], [0.12284775142986319], [0.3217863610263248]]
7	0.08393077084116077	[-0.5003315373684291, -0.22373521847879824, -0.9317586783799181, 0.5585553810881433, 0.09036136027564708, -1.024828974731222, -0.7425471814336131, 0.36310335035904073, 0.4491745863811915, -0.1991643764370695, 0.8079835663679867, -0.04409568231328856, -0.4973766345441092, -0.966301238217476, -0.6937999648203117, -0.5134378692392008, -0.8502485709294239]	[[0.08393077084116077], [0.9946573782945581], [-0.06472796994801511], [0.01604649682982715], [-0.07880037848954476], [0.18090313744107214], [-0.3216919139565338], [0.10311900273921977], [-0.09448846334494257], [0.029647619473591142], [-0.2775067961415595], [-1.4016721204149976], [-0.0479273942852923], [0.05904973945579207], [0.25685807178888903], [-0.02109991268540386], [-0.1921892516089274], [0.20997743698918142], [0.08569077818720992], [0.591134049001879], [0.0952187033269216], [0.3777146885884168]]
8	0.08303374132470849	[-0.4983144395946133, -1.0395874824112514, 0.9858521054864047, -0.8786457350036831, -0.36014758805797314, -0.6911107244498345, 0.7711702666452046, 0.9100190998707248, 0.9892706058767571, -0.782486822087042, 0.7940273900428259, -0.8468780676253657, 0.4398334468371614, 0.4678899352307239, 0.7312899209152685, 0.42047302622984045, -0.48827432174692553]	[[0.08303374132470849], [0.9932985505676036], [-0.08106174573651231], [0.036745685354502906], [-0.07373423510334066], [0.19074645202032983], [-0.29082237373287173], [0.11554549063133973], [-0.09752263789481613], [-0.011941801392286695], [-0.5054033578720881], [-1.5990684535949875], [0.03799614384934129], [0.06794543195573934], [0.11665489216248226], [-0.01901067391766989], [-0.21663991646905537], [0.1869576701670798], [0.12533247343672266], [0.6281946363448158], [0.06327931181395657], [0.3917684356073082]]
9	0.08364059117508695	[-0.890696569541656, 0.8877689413055677, 0.6960328253961776, 0.8750405047800944, -0.1025718806734985, 0.6962315507759599, -0.9222319060364648, 0.1221256452210568, 0.8913391625950957, 0.9210996982671288, 0.649722413673115, 0.5182073308271564, -0.588867278026677, -0.09772460527632487, -0.8778555275501319, 0.03547288117387845, -0.7541246915458645]	[[0.08364059117508695], [0.9916692188498573], [-0.08962146304060907], [0.055952606239781676], [-0.07368486685304441], [0.236375875185346], [-0.3275993807155957], [0.11818638899282487], [-0.098555720403506], [-0.07930984714304379], [-0.6068730622510372], [-1.7495613625826478], [0.10350477498503745], [0.1268638868011284], [0.08484831399199967], [-0.010830118622767126], [-0.22716947814685837], [0.18863727996916102], [0.14308008480745407], [0.6466995070350815], [0.056177869569012086], [0.36096254934160915]]
